birth_id,linkage_cluster_id,b_gt_cluster_id
B_1874_000006,b-linkage-bundle-000001,b-gt-bundle-000001
B_1877_000007,b-linkage-bundle-000001,b-gt-bundle-000001
B_1872_000014,b-linkage-bundle-000002,b-gt-bundle-000002
B_1872_005987,b-linkage-bundle-000004,b-gt-bundle-000006
B_1874_000051,b-linkage-bundle-000007,b-gt-bundle-000014
B_1872_005956,b-linkage-bundle-000008,b-gt-bundle-000017
B_1873_007856,b-linkage-bundle-000010,b-gt-bundle-000428
B_1877_007857,b-linkage-bundle-000010,b-gt-bundle-000428
B_1873_000088,b-linkage-bundle-000013,b-gt-bundle-000026
B_1876_000089,b-linkage-bundle-000013,b-gt-bundle-000026
B_1871_000094,b-linkage-bundle-000014,b-gt-bundle-000027
B_1875_000135,b-linkage-bundle-000023,b-gt-bundle-000043
B_1874_000143,b-linkage-bundle-000024,b-gt-bundle-000045
B_1872_000151,b-linkage-bundle-000026,b-gt-bundle-000048
B_1872_000152,b-linkage-bundle-000026,b-gt-bundle-000048
B_1875_000153,b-linkage-bundle-000026,b-gt-bundle-000048
B_1871_000157,b-linkage-bundle-000027,b-gt-bundle-000050
B_1874_000158,b-linkage-bundle-000027,b-gt-bundle-000050
B_1873_000168,b-linkage-bundle-000029,b-gt-bundle-000053
B_1877_000170,b-linkage-bundle-000029,b-gt-bundle-000053
B_1872_009967,b-linkage-bundle-000030,b-gt-bundle-000058
B_1875_008052,b-linkage-bundle-000030,b-gt-bundle-000058
B_1871_000226,b-linkage-bundle-000034,b-gt-bundle-000076
B_1873_000739,b-linkage-bundle-000034,b-gt-bundle-000076
B_1873_000239,b-linkage-bundle-000036,b-gt-bundle-000081
B_1877_000240,b-linkage-bundle-000036,b-gt-bundle-000081
B_1872_000270,b-linkage-bundle-000038,b-gt-bundle-000087
B_1874_000227,b-linkage-bundle-000038,b-gt-bundle-000078
B_1876_000273,b-linkage-bundle-000038,b-gt-bundle-000087
B_1878_000274,b-linkage-bundle-000038,b-gt-bundle-000087
B_1881_000275,b-linkage-bundle-000038,b-gt-bundle-000087
B_1886_000276,b-linkage-bundle-000038,b-gt-bundle-000078
B_1873_000286,b-linkage-bundle-000040,b-gt-bundle-000090
B_1875_010788,b-linkage-bundle-000040,b-gt-bundle-000090
B_1878_000695,b-linkage-bundle-000040,b-gt-bundle-000090
B_1871_000582,b-linkage-bundle-000055,b-gt-bundle-000182
B_1874_000583,b-linkage-bundle-000055,b-gt-bundle-000182
