birth_id,linkage_cluster_id,b_gt_cluster_id
B_1881_015402,b-linkage-bundle-000001,b-gt-bundle-003754
B_1881_015407,b-linkage-bundle-000001,b-gt-bundle-003456
B_1881_007799,b-linkage-bundle-000001,b-gt-bundle-002245
B_1881_003060,b-linkage-bundle-000001,b-gt-bundle-000977
B_1881_005962,b-linkage-bundle-000001,b-gt-bundle-001788
B_1881_015124,b-linkage-bundle-000001,b-gt-bundle-003708
B_1881_005958,b-linkage-bundle-000001,b-gt-bundle-001785
B_1881_013116,b-linkage-bundle-000001,b-gt-bundle-003300
B_1881_015412,b-linkage-bundle-000001,b-gt-bundle-000544
B_1881_013193,b-linkage-bundle-000001,b-gt-bundle-003312
B_1881_003813,b-linkage-bundle-000001,b-gt-bundle-001183
B_1881_012197,b-linkage-bundle-000001,b-gt-bundle-003118
B_1881_009128,b-linkage-bundle-000001,b-gt-bundle-002526
B_1881_015860,b-linkage-bundle-000001,b-gt-bundle-003855
B_1881_012279,b-linkage-bundle-000001,b-gt-bundle-003130
B_1881_003783,b-linkage-bundle-000001,b-gt-bundle-001173
B_1881_006403,b-linkage-bundle-000001,b-gt-bundle-001902
B_1881_012771,b-linkage-bundle-000001,b-gt-bundle-003231
B_1881_015863,b-linkage-bundle-000001,b-gt-bundle-003856
B_1881_011778,b-linkage-bundle-000001,b-gt-bundle-001053
B_1881_000257,b-linkage-bundle-000001,b-gt-bundle-000084
B_1881_000287,b-linkage-bundle-000001,b-gt-bundle-000091
B_1881_003842,b-linkage-bundle-000001,b-gt-bundle-001188
B_1881_013922,b-linkage-bundle-000001,b-gt-bundle-003448
B_1881_011814,b-linkage-bundle-000001,b-gt-bundle-003043
B_1881_000466,b-linkage-bundle-000001,b-gt-bundle-000143
B_1881_015205,b-linkage-bundle-000001,b-gt-bundle-003720
B_1881_012234,b-linkage-bundle-000001,b-gt-bundle-003123
B_1881_012235,b-linkage-bundle-000001,b-gt-bundle-003123
B_1881_015872,b-linkage-bundle-000001,b-gt-bundle-003857
B_1881_003761,b-linkage-bundle-000001,b-gt-bundle-001166
B_1881_014846,b-linkage-bundle-000001,b-gt-bundle-003649
B_1881_012214,b-linkage-bundle-000001,b-gt-bundle-003119
B_1881_010719,b-linkage-bundle-000001,b-gt-bundle-002843
B_1881_000544,b-linkage-bundle-000001,b-gt-bundle-000175
B_1881_003599,b-linkage-bundle-000001,b-gt-bundle-001125
B_1881_003275,b-linkage-bundle-000001,b-gt-bundle-001042
B_1881_007884,b-linkage-bundle-000001,b-gt-bundle-002265
B_1881_003729,b-linkage-bundle-000001,b-gt-bundle-000161
B_1881_014259,b-linkage-bundle-000001,b-gt-bundle-003521
B_1881_012757,b-linkage-bundle-000001,b-gt-bundle-003230
B_1881_015881,b-linkage-bundle-000001,b-gt-bundle-003859
B_1881_013151,b-linkage-bundle-000001,b-gt-bundle-001038
B_1881_012782,b-linkage-bundle-000001,b-gt-bundle-000197
B_1881_000387,b-linkage-bundle-000001,b-gt-bundle-000120
B_1881_009098,b-linkage-bundle-000001,b-gt-bundle-002519
B_1881_006066,b-linkage-bundle-000001,b-gt-bundle-001817
B_1881_011412,b-linkage-bundle-000001,b-gt-bundle-002292
B_1881_000705,b-linkage-bundle-000001,b-gt-bundle-000224
B_1881_011261,b-linkage-bundle-000001,b-gt-bundle-000140
B_1881_009153,b-linkage-bundle-000001,b-gt-bundle-002531
B_1881_015161,b-linkage-bundle-000001,b-gt-bundle-003218
B_1881_015227,b-linkage-bundle-000001,b-gt-bundle-003722
B_1881_003690,b-linkage-bundle-000001,b-gt-bundle-001144
B_1881_000200,b-linkage-bundle-000001,b-gt-bundle-000066
B_1881_014561,b-linkage-bundle-000001,b-gt-bundle-003583
B_1881_009268,b-linkage-bundle-000001,b-gt-bundle-001864
B_1881_015481,b-linkage-bundle-000001,b-gt-bundle-003770
B_1881_009927,b-linkage-bundle-000001,b-gt-bundle-002693
B_1881_013478,b-linkage-bundle-000001,b-gt-bundle-003361
B_1881_005804,b-linkage-bundle-000001,b-gt-bundle-001742
B_1881_014504,b-linkage-bundle-000001,b-gt-bundle-003570
B_1881_010744,b-linkage-bundle-000001,b-gt-bundle-002849
B_1881_007991,b-linkage-bundle-000001,b-gt-bundle-002282
B_1881_006132,b-linkage-bundle-000001,b-gt-bundle-001833
B_1881_003628,b-linkage-bundle-000001,b-gt-bundle-001132
B_1881_009205,b-linkage-bundle-000001,b-gt-bundle-001844
B_1881_012735,b-linkage-bundle-000001,b-gt-bundle-003224
B_1881_015883,b-linkage-bundle-000001,b-gt-bundle-003860
B_1881_003429,b-linkage-bundle-000001,b-gt-bundle-001082
B_1881_012204,b-linkage-bundle-000001,b-gt-bundle-000218
B_1881_010797,b-linkage-bundle-000001,b-gt-bundle-002859
B_1881_011768,b-linkage-bundle-000001,b-gt-bundle-003033
B_1881_003215,b-linkage-bundle-000001,b-gt-bundle-001024
B_1881_003259,b-linkage-bundle-000001,b-gt-bundle-001039
B_1881_015440,b-linkage-bundle-000001,b-gt-bundle-003759
B_1881_015466,b-linkage-bundle-000001,b-gt-bundle-003367
