birth_id,linkage_cluster_id,b_gt_cluster_id
B_1861_000001,b-linkage-bundle-000001,b-gt-bundle-000001
B_1863_000002,b-linkage-bundle-000001,b-gt-bundle-000001
B_1865_000003,b-linkage-bundle-000001,b-gt-bundle-000001
B_1867_000004,b-linkage-bundle-000001,b-gt-bundle-000001
B_1870_000005,b-linkage-bundle-000001,b-gt-bundle-000001
B_1863_000009,b-linkage-bundle-000002,b-gt-bundle-000002
B_1866_000011,b-linkage-bundle-000002,b-gt-bundle-000002
B_1870_000013,b-linkage-bundle-000002,b-gt-bundle-000002
B_1861_000020,b-linkage-bundle-000003,b-gt-bundle-000004
B_1863_005985,b-linkage-bundle-000004,b-gt-bundle-000006
B_1868_005986,b-linkage-bundle-000004,b-gt-bundle-000006
B_1861_000035,b-linkage-bundle-000006,b-gt-bundle-000010
B_1861_000044,b-linkage-bundle-000007,b-gt-bundle-000014
B_1864_000046,b-linkage-bundle-000007,b-gt-bundle-000014
B_1864_000047,b-linkage-bundle-000007,b-gt-bundle-000014
B_1866_000049,b-linkage-bundle-000007,b-gt-bundle-000014
B_1861_000055,b-linkage-bundle-000008,b-gt-bundle-000017
B_1863_005951,b-linkage-bundle-000008,b-gt-bundle-000017
B_1865_005952,b-linkage-bundle-000008,b-gt-bundle-000017
B_1865_005953,b-linkage-bundle-000008,b-gt-bundle-000017
B_1868_005954,b-linkage-bundle-000008,b-gt-bundle-000017
B_1870_005955,b-linkage-bundle-000008,b-gt-bundle-000017
B_1861_000068,b-linkage-bundle-000009,b-gt-bundle-000020
B_1863_000069,b-linkage-bundle-000009,b-gt-bundle-000020
B_1861_000070,b-linkage-bundle-000010,b-gt-bundle-000021
B_1864_007853,b-linkage-bundle-000010,b-gt-bundle-000428
B_1868_007854,b-linkage-bundle-000010,b-gt-bundle-000428
B_1870_007855,b-linkage-bundle-000010,b-gt-bundle-000428
B_1865_000072,b-linkage-bundle-000011,b-gt-bundle-000022
B_1861_000074,b-linkage-bundle-000012,b-gt-bundle-000024
B_1861_000082,b-linkage-bundle-000013,b-gt-bundle-000026
B_1864_000083,b-linkage-bundle-000013,b-gt-bundle-000026
B_1866_000084,b-linkage-bundle-000013,b-gt-bundle-000026
B_1869_000086,b-linkage-bundle-000013,b-gt-bundle-000026
B_1861_000090,b-linkage-bundle-000014,b-gt-bundle-000027
B_1864_000091,b-linkage-bundle-000014,b-gt-bundle-000027
B_1868_000093,b-linkage-bundle-000014,b-gt-bundle-000027
B_1864_000103,b-linkage-bundle-000015,b-gt-bundle-000031
B_1869_000104,b-linkage-bundle-000015,b-gt-bundle-000031
B_1861_000106,b-linkage-bundle-000016,b-gt-bundle-000033
B_1863_000107,b-linkage-bundle-000016,b-gt-bundle-000033
B_1865_000108,b-linkage-bundle-000016,b-gt-bundle-000033
B_1861_000109,b-linkage-bundle-000017,b-gt-bundle-000034
B_1861_000118,b-linkage-bundle-000019,b-gt-bundle-000038
B_1863_000119,b-linkage-bundle-000019,b-gt-bundle-000038
B_1868_000120,b-linkage-bundle-000019,b-gt-bundle-000038
B_1869_000121,b-linkage-bundle-000019,b-gt-bundle-000038
B_1861_000123,b-linkage-bundle-000020,b-gt-bundle-000039
B_1864_000124,b-linkage-bundle-000020,b-gt-bundle-000039
B_1865_000125,b-linkage-bundle-000020,b-gt-bundle-000039
B_1868_000126,b-linkage-bundle-000020,b-gt-bundle-000039
B_1870_000127,b-linkage-bundle-000020,b-gt-bundle-000039
B_1861_000130,b-linkage-bundle-000022,b-gt-bundle-000041
B_1863_000131,b-linkage-bundle-000022,b-gt-bundle-000041
B_1861_000139,b-linkage-bundle-000024,b-gt-bundle-000045
B_1863_000140,b-linkage-bundle-000024,b-gt-bundle-000045
B_1866_000141,b-linkage-bundle-000024,b-gt-bundle-000045
B_1870_000142,b-linkage-bundle-000024,b-gt-bundle-000045
B_1861_000145,b-linkage-bundle-000025,b-gt-bundle-000046
B_1861_000147,b-linkage-bundle-000026,b-gt-bundle-000048
B_1865_000148,b-linkage-bundle-000026,b-gt-bundle-000048
B_1867_000149,b-linkage-bundle-000026,b-gt-bundle-000048
B_1870_000150,b-linkage-bundle-000026,b-gt-bundle-000048
B_1864_000156,b-linkage-bundle-000027,b-gt-bundle-000050
B_1867_010776,b-linkage-bundle-000027,b-gt-bundle-000050
B_1861_000163,b-linkage-bundle-000029,b-gt-bundle-000053
B_1863_006364,b-linkage-bundle-000029,b-gt-bundle-000053
B_1865_000165,b-linkage-bundle-000029,b-gt-bundle-000053
B_1867_000166,b-linkage-bundle-000029,b-gt-bundle-000053
B_1870_000167,b-linkage-bundle-000029,b-gt-bundle-000053
