birth_id,linkage_cluster_id,b_gt_cluster_id
B_1861_000001,b-linkage-bundle-000001,b-gt-bundle-000001
B_1861_000020,b-linkage-bundle-000001,b-gt-bundle-000004
B_1861_000035,b-linkage-bundle-000001,b-gt-bundle-000010
B_1861_000044,b-linkage-bundle-000001,b-gt-bundle-000014
B_1861_000055,b-linkage-bundle-000001,b-gt-bundle-000017
B_1861_000068,b-linkage-bundle-000001,b-gt-bundle-000020
B_1861_000070,b-linkage-bundle-000001,b-gt-bundle-000021
B_1861_000074,b-linkage-bundle-000001,b-gt-bundle-000024
B_1861_000090,b-linkage-bundle-000001,b-gt-bundle-000027
B_1861_000106,b-linkage-bundle-000001,b-gt-bundle-000033
B_1861_000109,b-linkage-bundle-000001,b-gt-bundle-000034
B_1861_000118,b-linkage-bundle-000001,b-gt-bundle-000038
B_1861_000123,b-linkage-bundle-000001,b-gt-bundle-000039
B_1861_000130,b-linkage-bundle-000001,b-gt-bundle-000041
B_1861_000139,b-linkage-bundle-000001,b-gt-bundle-000045
B_1861_000147,b-linkage-bundle-000001,b-gt-bundle-000048
B_1861_000163,b-linkage-bundle-000001,b-gt-bundle-000053
B_1861_000175,b-linkage-bundle-000001,b-gt-bundle-000058
B_1861_000191,b-linkage-bundle-000001,b-gt-bundle-000061
B_1861_000205,b-linkage-bundle-000001,b-gt-bundle-000069
B_1861_000208,b-linkage-bundle-000001,b-gt-bundle-000070
B_1861_000223,b-linkage-bundle-000001,b-gt-bundle-000076
B_1861_000228,b-linkage-bundle-000001,b-gt-bundle-000079
B_1861_000233,b-linkage-bundle-000001,b-gt-bundle-000081
B_1861_000249,b-linkage-bundle-000001,b-gt-bundle-000083
B_1861_000265,b-linkage-bundle-000001,b-gt-bundle-000087
B_1861_000277,b-linkage-bundle-000001,b-gt-bundle-000089
B_1861_000281,b-linkage-bundle-000001,b-gt-bundle-000090
B_1861_000295,b-linkage-bundle-000001,b-gt-bundle-000092
B_1861_000305,b-linkage-bundle-000001,b-gt-bundle-000094
B_1861_000308,b-linkage-bundle-000001,b-gt-bundle-000095
B_1861_000315,b-linkage-bundle-000001,b-gt-bundle-000099
B_1861_000331,b-linkage-bundle-000001,b-gt-bundle-000101
B_1861_000337,b-linkage-bundle-000001,b-gt-bundle-000106
B_1861_000350,b-linkage-bundle-000001,b-gt-bundle-000110
B_1861_000361,b-linkage-bundle-000001,b-gt-bundle-000114
B_1861_000378,b-linkage-bundle-000001,b-gt-bundle-000119
B_1861_000391,b-linkage-bundle-000001,b-gt-bundle-000122
B_1861_000397,b-linkage-bundle-000001,b-gt-bundle-000124
B_1861_000398,b-linkage-bundle-000001,b-gt-bundle-000125
B_1861_000406,b-linkage-bundle-000001,b-gt-bundle-000088
B_1861_000409,b-linkage-bundle-000001,b-gt-bundle-000131
