census_id,c_gt_cluster_id
C_1891_000004,c-gt-bundle-000001
C_1891_000005,c-gt-bundle-000001
C_1891_000006,c-gt-bundle-000001
C_1891_000007,c-gt-bundle-000001
C_1891_000008,c-gt-bundle-000001
C_1891_000011,c-gt-bundle-000003
C_1891_000034,c-gt-bundle-000007
C_1891_000035,c-gt-bundle-000007
C_1891_000036,c-gt-bundle-000007
C_1891_000037,c-gt-bundle-000007
C_1891_000044,c-gt-bundle-000009
C_1891_000057,c-gt-bundle-000011
C_1891_000058,c-gt-bundle-000011
C_1891_000059,c-gt-bundle-000011
C_1891_000071,c-gt-bundle-000013
C_1891_000072,c-gt-bundle-000013
C_1891_000073,c-gt-bundle-000013
C_1891_000087,c-gt-bundle-000015
C_1891_000088,c-gt-bundle-000015
C_1891_000092,c-gt-bundle-000016
C_1891_000094,c-gt-bundle-000017
C_1891_000100,c-gt-bundle-000018
C_1891_000101,c-gt-bundle-000018
C_1891_000102,c-gt-bundle-000018
C_1891_000113,c-gt-bundle-000019
C_1891_000116,c-gt-bundle-000020
C_1891_000117,c-gt-bundle-000020
C_1891_000137,c-gt-bundle-000024
C_1891_000141,c-gt-bundle-000025
C_1891_000142,c-gt-bundle-000025
C_1891_000148,c-gt-bundle-000026
C_1891_000149,c-gt-bundle-000026
C_1891_000168,c-gt-bundle-000029
C_1891_000169,c-gt-bundle-000029
C_1891_000170,c-gt-bundle-000029
C_1891_000173,c-gt-bundle-000030
C_1891_000174,c-gt-bundle-000030
C_1891_000175,c-gt-bundle-000030
C_1891_000176,c-gt-bundle-000030
C_1891_000192,c-gt-bundle-000031
C_1891_000201,c-gt-bundle-000033
C_1891_000202,c-gt-bundle-000033
C_1891_000209,c-gt-bundle-000034
C_1891_000210,c-gt-bundle-000034
C_1891_000211,c-gt-bundle-000034
C_1891_000212,c-gt-bundle-000034
C_1891_000217,c-gt-bundle-000035
C_1891_000218,c-gt-bundle-000035
C_1891_000219,c-gt-bundle-000035
C_1891_000220,c-gt-bundle-000035
C_1891_000221,c-gt-bundle-000035
C_1891_000227,c-gt-bundle-000036
C_1891_000228,c-gt-bundle-000036
C_1891_000229,c-gt-bundle-000036
C_1891_000230,c-gt-bundle-000036
C_1891_000238,c-gt-bundle-000037
C_1891_000256,c-gt-bundle-000039
C_1891_000257,c-gt-bundle-000039
C_1891_000266,c-gt-bundle-000040
C_1891_000267,c-gt-bundle-000040
C_1891_000268,c-gt-bundle-000040
C_1891_000278,c-gt-bundle-000041
C_1891_000285,c-gt-bundle-000044
C_1891_000290,c-gt-bundle-000045
C_1891_000291,c-gt-bundle-000045
C_1891_000292,c-gt-bundle-000045
C_1891_000293,c-gt-bundle-000045
C_1891_000300,c-gt-bundle-000046
C_1891_000301,c-gt-bundle-000046
C_1891_000302,c-gt-bundle-000046
C_1891_000303,c-gt-bundle-000046
C_1891_000304,c-gt-bundle-000046
C_1891_000309,c-gt-bundle-000048
C_1891_000316,c-gt-bundle-000049
C_1891_000317,c-gt-bundle-000049
C_1891_000318,c-gt-bundle-000049
C_1891_000319,c-gt-bundle-000049
C_1891_000325,c-gt-bundle-000051
C_1891_000326,c-gt-bundle-000051
C_1891_000331,c-gt-bundle-000052
C_1891_000332,c-gt-bundle-000052
C_1891_000333,c-gt-bundle-000052
C_1891_000334,c-gt-bundle-000052
C_1891_000337,c-gt-bundle-000053
C_1891_000361,c-gt-bundle-000057
C_1891_000374,c-gt-bundle-000059
C_1891_000393,c-gt-bundle-000062
C_1891_000397,c-gt-bundle-000063
C_1891_000406,c-gt-bundle-000064
C_1891_000407,c-gt-bundle-000064
C_1891_000408,c-gt-bundle-000064
C_1891_000424,c-gt-bundle-000066
C_1891_000425,c-gt-bundle-000066
C_1891_000426,c-gt-bundle-000066
C_1891_000427,c-gt-bundle-000066
C_1891_000428,c-gt-bundle-000066
C_1891_000442,c-gt-bundle-000067
C_1891_000443,c-gt-bundle-000067
C_1891_000444,c-gt-bundle-000067
C_1891_000445,c-gt-bundle-000067
C_1891_000467,c-gt-bundle-000069
C_1891_000473,c-gt-bundle-000070
C_1891_000479,c-gt-bundle-000072
C_1891_000486,c-gt-bundle-000073
C_1891_000490,c-gt-bundle-000075
C_1891_000512,c-gt-bundle-000078
C_1891_000513,c-gt-bundle-000078
C_1891_000518,c-gt-bundle-000079
C_1891_000519,c-gt-bundle-000079
C_1891_000520,c-gt-bundle-000079
C_1891_000549,c-gt-bundle-000084
C_1891_000550,c-gt-bundle-000084
C_1891_000551,c-gt-bundle-000084
C_1891_000557,c-gt-bundle-000085
C_1891_000558,c-gt-bundle-000085
C_1891_000559,c-gt-bundle-000085
C_1891_000561,c-gt-bundle-000086
C_1891_000571,c-gt-bundle-000088
C_1891_000580,c-gt-bundle-000089
C_1891_000581,c-gt-bundle-000089
C_1891_000582,c-gt-bundle-000089
C_1891_000590,c-gt-bundle-000090
C_1891_000591,c-gt-bundle-000090
C_1891_000592,c-gt-bundle-000090
C_1891_000593,c-gt-bundle-000090
C_1891_000599,c-gt-bundle-000092
C_1891_000600,c-gt-bundle-000092
C_1891_000616,c-gt-bundle-000093
C_1891_000617,c-gt-bundle-000093
C_1891_000621,c-gt-bundle-000094
C_1891_000638,c-gt-bundle-000096
C_1891_000646,c-gt-bundle-000098
C_1891_000647,c-gt-bundle-000098
C_1891_000648,c-gt-bundle-000098
C_1891_000652,c-gt-bundle-000099
C_1891_000664,c-gt-bundle-000100
C_1891_000665,c-gt-bundle-000100
C_1891_000666,c-gt-bundle-000100
C_1891_000674,c-gt-bundle-000102
C_1891_000675,c-gt-bundle-000102
