census_id,c_gt_cluster_id
C_1891_000003,c-gt-bundle-000001
C_1891_000004,c-gt-bundle-000001
C_1891_000005,c-gt-bundle-000001
C_1891_000006,c-gt-bundle-000001
C_1891_000007,c-gt-bundle-000001
C_1891_000008,c-gt-bundle-000001
C_1891_000010,c-gt-bundle-000002
C_1891_000011,c-gt-bundle-000003
C_1891_000023,c-gt-bundle-000004
C_1891_000026,c-gt-bundle-000005
C_1891_000027,c-gt-bundle-000005
C_1891_000031,c-gt-bundle-000006
C_1891_000034,c-gt-bundle-000007
C_1891_000035,c-gt-bundle-000007
C_1891_000036,c-gt-bundle-000007
C_1891_000037,c-gt-bundle-000007
C_1891_000041,c-gt-bundle-000008
C_1891_000042,c-gt-bundle-000008
C_1891_000043,c-gt-bundle-000008
C_1891_000044,c-gt-bundle-000009
C_1891_000047,c-gt-bundle-000010
C_1891_000048,c-gt-bundle-000010
C_1891_000057,c-gt-bundle-000011
C_1891_000058,c-gt-bundle-000011
C_1891_000059,c-gt-bundle-000011
C_1891_000067,c-gt-bundle-000012
C_1891_000071,c-gt-bundle-000013
C_1891_000072,c-gt-bundle-000013
C_1891_000073,c-gt-bundle-000013
C_1891_000086,c-gt-bundle-000014
C_1891_000087,c-gt-bundle-000015
C_1891_000088,c-gt-bundle-000015
C_1891_000092,c-gt-bundle-000016
C_1891_000093,c-gt-bundle-000016
C_1891_000094,c-gt-bundle-000017
C_1891_000100,c-gt-bundle-000018
C_1891_000101,c-gt-bundle-000018
C_1891_000102,c-gt-bundle-000018
C_1891_000113,c-gt-bundle-000019
C_1891_000116,c-gt-bundle-000020
C_1891_000117,c-gt-bundle-000020
C_1891_000120,c-gt-bundle-000021
C_1891_000121,c-gt-bundle-000021
C_1891_000122,c-gt-bundle-000021
C_1891_000123,c-gt-bundle-000021
C_1891_000125,c-gt-bundle-000022
C_1891_000135,c-gt-bundle-000023
C_1891_000136,c-gt-bundle-000023
C_1891_000137,c-gt-bundle-000024
C_1891_000141,c-gt-bundle-000025
C_1891_000142,c-gt-bundle-000025
C_1891_000147,c-gt-bundle-000026
C_1891_000148,c-gt-bundle-000026
C_1891_000149,c-gt-bundle-000026
C_1891_000152,c-gt-bundle-000027
C_1891_000153,c-gt-bundle-000027
C_1891_000161,c-gt-bundle-000028
C_1891_000162,c-gt-bundle-000028
C_1891_000163,c-gt-bundle-000028
C_1891_000164,c-gt-bundle-000028
C_1891_000168,c-gt-bundle-000029
C_1891_000169,c-gt-bundle-000029
C_1891_000170,c-gt-bundle-000029
C_1891_000173,c-gt-bundle-000030
C_1891_000174,c-gt-bundle-000030
C_1891_000175,c-gt-bundle-000030
C_1891_000176,c-gt-bundle-000030
C_1891_000190,c-gt-bundle-000031
C_1891_000191,c-gt-bundle-000031
C_1891_000192,c-gt-bundle-000031
C_1891_000194,c-gt-bundle-000032
C_1891_000199,c-gt-bundle-000033
C_1891_000200,c-gt-bundle-000033
C_1891_000201,c-gt-bundle-000033
C_1891_000202,c-gt-bundle-000033
C_1891_000205,c-gt-bundle-000034
C_1891_000206,c-gt-bundle-000034
C_1891_000207,c-gt-bundle-000034
C_1891_000208,c-gt-bundle-000034
C_1891_000209,c-gt-bundle-000034
C_1891_000210,c-gt-bundle-000034
C_1891_000211,c-gt-bundle-000034
C_1891_000212,c-gt-bundle-000034
C_1891_000215,c-gt-bundle-000035
C_1891_000216,c-gt-bundle-000035
C_1891_000217,c-gt-bundle-000035
C_1891_000218,c-gt-bundle-000035
C_1891_000219,c-gt-bundle-000035
C_1891_000220,c-gt-bundle-000035
C_1891_000221,c-gt-bundle-000035
C_1891_000226,c-gt-bundle-000036
C_1891_000227,c-gt-bundle-000036
C_1891_000228,c-gt-bundle-000036
C_1891_000229,c-gt-bundle-000036
C_1891_000230,c-gt-bundle-000036
C_1891_000238,c-gt-bundle-000037
C_1891_000250,c-gt-bundle-000038
C_1891_000251,c-gt-bundle-000038
C_1891_000252,c-gt-bundle-000038
C_1891_000256,c-gt-bundle-000039
C_1891_000257,c-gt-bundle-000039
C_1891_000266,c-gt-bundle-000040
C_1891_000267,c-gt-bundle-000040
C_1891_000268,c-gt-bundle-000040
C_1891_000274,c-gt-bundle-000041
C_1891_000275,c-gt-bundle-000041
C_1891_000276,c-gt-bundle-000041
C_1891_000277,c-gt-bundle-000041
C_1891_000278,c-gt-bundle-000041
C_1891_000280,c-gt-bundle-000042
C_1891_000284,c-gt-bundle-000043
C_1891_000285,c-gt-bundle-000044
C_1891_000290,c-gt-bundle-000045
C_1891_000291,c-gt-bundle-000045
C_1891_000292,c-gt-bundle-000045
C_1891_000293,c-gt-bundle-000045
C_1891_000299,c-gt-bundle-000046
C_1891_000300,c-gt-bundle-000046
C_1891_000301,c-gt-bundle-000046
C_1891_000302,c-gt-bundle-000046
C_1891_000303,c-gt-bundle-000046
C_1891_000304,c-gt-bundle-000046
C_1891_000307,c-gt-bundle-000047
C_1891_000308,c-gt-bundle-000047
C_1891_000309,c-gt-bundle-000048
C_1891_000312,c-gt-bundle-000049
C_1891_000313,c-gt-bundle-000049
C_1891_000314,c-gt-bundle-000049
C_1891_000315,c-gt-bundle-000049
C_1891_000316,c-gt-bundle-000049
C_1891_000317,c-gt-bundle-000049
C_1891_000318,c-gt-bundle-000049
C_1891_000319,c-gt-bundle-000049
C_1891_000321,c-gt-bundle-000050
C_1891_000324,c-gt-bundle-000051
C_1891_000325,c-gt-bundle-000051
C_1891_000326,c-gt-bundle-000051
C_1891_000331,c-gt-bundle-000052
C_1891_000332,c-gt-bundle-000052
C_1891_000333,c-gt-bundle-000052
C_1891_000334,c-gt-bundle-000052
C_1891_000337,c-gt-bundle-000053
C_1891_000341,c-gt-bundle-000054
C_1891_000344,c-gt-bundle-000055
C_1891_000345,c-gt-bundle-000055
C_1891_000348,c-gt-bundle-000056
C_1891_000357,c-gt-bundle-000057
C_1891_000358,c-gt-bundle-000057
