census_id,c_gt_cluster_id
C_1881_000005,c-gt-bundle-000001
C_1881_000006,c-gt-bundle-000001
C_1881_000007,c-gt-bundle-000001
C_1881_000008,c-gt-bundle-000001
C_1881_000009,c-gt-bundle-000001
C_1881_000020,c-gt-bundle-000003
C_1881_000021,c-gt-bundle-000003
C_1881_000022,c-gt-bundle-000003
C_1881_000023,c-gt-bundle-000003
C_1881_000024,c-gt-bundle-000003
C_1881_000028,c-gt-bundle-000004
C_1881_000036,c-gt-bundle-000005
C_1881_000046,c-gt-bundle-000006
C_1881_000050,c-gt-bundle-000008
C_1881_000051,c-gt-bundle-000009
C_1881_000072,c-gt-bundle-000010
C_1881_000073,c-gt-bundle-000010
C_1881_000083,c-gt-bundle-000011
C_1881_000090,c-gt-bundle-000012
C_1881_000110,c-gt-bundle-000015
C_1881_000121,c-gt-bundle-000016
C_1881_000122,c-gt-bundle-000016
C_1881_000123,c-gt-bundle-000016
C_1881_000126,c-gt-bundle-000017
C_1881_000127,c-gt-bundle-000017
C_1881_000128,c-gt-bundle-000017
C_1881_000129,c-gt-bundle-000017
C_1881_000140,c-gt-bundle-000018
C_1881_000141,c-gt-bundle-000018
C_1881_000147,c-gt-bundle-000019
C_1881_000160,c-gt-bundle-000021
C_1881_000173,c-gt-bundle-000023
C_1881_000174,c-gt-bundle-000023
C_1881_000180,c-gt-bundle-000024
C_1881_000181,c-gt-bundle-000024
C_1881_000182,c-gt-bundle-000024
C_1881_000183,c-gt-bundle-000024
C_1881_000212,c-gt-bundle-000027
C_1881_000213,c-gt-bundle-000027
C_1881_000214,c-gt-bundle-000028
C_1881_000226,c-gt-bundle-000029
C_1881_000227,c-gt-bundle-000029
C_1881_000228,c-gt-bundle-000029
C_1881_000229,c-gt-bundle-000029
C_1881_000232,c-gt-bundle-000030
C_1881_000233,c-gt-bundle-000030
C_1881_000245,c-gt-bundle-000032
C_1881_000253,c-gt-bundle-000033
C_1881_000254,c-gt-bundle-000033
C_1881_000255,c-gt-bundle-000033
C_1881_000256,c-gt-bundle-000033
C_1881_000257,c-gt-bundle-000033
C_1881_000258,c-gt-bundle-000033
C_1881_000266,c-gt-bundle-000034
C_1881_000269,c-gt-bundle-000035
C_1881_000270,c-gt-bundle-000035
C_1881_000271,c-gt-bundle-000035
C_1881_000272,c-gt-bundle-000035
C_1881_000273,c-gt-bundle-000035
C_1881_000289,c-gt-bundle-000037
C_1881_000290,c-gt-bundle-000037
C_1881_000291,c-gt-bundle-000037
C_1881_000292,c-gt-bundle-000037
C_1881_000303,c-gt-bundle-000038
C_1881_000316,c-gt-bundle-000040
C_1881_000317,c-gt-bundle-000040
C_1881_000318,c-gt-bundle-000040
C_1881_000323,c-gt-bundle-000041
C_1881_000326,c-gt-bundle-000042
C_1881_000329,c-gt-bundle-000043
C_1881_000330,c-gt-bundle-000043
C_1881_000346,c-gt-bundle-000046
C_1881_000359,c-gt-bundle-000048
C_1881_000373,c-gt-bundle-000049
C_1881_000374,c-gt-bundle-000049
C_1881_000375,c-gt-bundle-000049
C_1881_000383,c-gt-bundle-000050
C_1881_000388,c-gt-bundle-000051
C_1881_000396,c-gt-bundle-000052
C_1881_000397,c-gt-bundle-000052
C_1881_000412,c-gt-bundle-000053
C_1881_000419,c-gt-bundle-000054
C_1881_000420,c-gt-bundle-000054
C_1881_000421,c-gt-bundle-000054
C_1881_000422,c-gt-bundle-000054
